"Date(UTC)","UnixTimeStamp","Supply","MarketCap","Price"
"9/19/2023","1695081600","72009990.5","15642.730236315","217.23"
"9/20/2023","1695168000","72009990.5","15440.38216301","214.42"
"9/21/2023","1695254400","72009990.5","15179.7059974","210.80"
"9/22/2023","1695340800","72009990.5","15199.148694835","211.07"
"9/23/2023","1695427200","72009990.5","15158.823100155","210.51"
"9/24/2023","1695513600","72009990.5","15010.482519725","208.45"
"9/25/2023","1695600000","72009990.5","15117.77740557","209.94"
"9/26/2023","1695686400","72009990.5","15297.082281915","212.43"
"9/27/2023","1695772800","72009990.5","15281.96018391","212.22"
"9/28/2023","1695859200","72009990.5","15471.346458925","214.85"
"9/29/2023","1695945600","72009990.5","15474.94695845","214.90"
"9/30/2023","1696032000","72009990.5","15446.14296225","214.50"
"10/1/2023","1696118400","72009990.5","15717.620626435","218.27"
"10/2/2023","1696204800","72009990.5","15456.944460825","214.65"
"10/3/2023","1696291200","72009990.5","15377.733471275","213.55"
"10/4/2023","1696377600","72009990.5","15371.972672035","213.47"
"10/5/2023","1696464000","72009990.5","15167.464299015","210.63"
"10/6/2023","1696550400","72009990.5","15359.73097365","213.30"
"10/7/2023","1696636800","72009990.5","15284.84058353","212.26"
"10/8/2023","1696723200","72009990.5","15214.990892745","211.29"
"10/9/2023","1696809600","72009990.5","14806.69424661","205.62"
"10/10/2023","1696896000","72009990.5","15020.563918395","208.59"
"10/11/2023","1696982400","72009990.5","14876.543937395","206.59"
"10/12/2023","1697068800","72009990.5","14766.36865193","205.06"
"10/13/2023","1697155200","72009990.5","14846.299741385","206.17"
"10/14/2023","1697241600","72009990.5","14872.94343787","206.54"
"10/15/2023","1697328000","72009990.5","15116.33720576","209.92"
"10/16/2023","1697414400","72009990.5","15465.585659685","214.77"
"10/17/2023","1697500800","72009990.5","15230.833090655","211.51"
"10/18/2023","1697587200","72009990.5","15142.980902245","210.29"
"10/19/2023","1697673600","72009990.5","15216.431092555","211.31"
"10/20/2023","1697760000","72009990.5","15279.07978429","212.18"
"10/21/2023","1697846400","72009990.5","15413.738466525","214.05"
"10/22/2023","1697932800","72009990.5","15678.01513166","217.72"
"10/23/2023","1698019200","72009990.5","16469.404927255","228.71"
"10/24/2023","1698105600","72009990.5","16215.20966079","225.18"
"10/25/2023","1698192000","72009990.5","15997.019389575","222.15"
"10/26/2023","1698278400","72009990.5","16056.067581785","222.97"
"10/27/2023","1698364800","72009990.5","16154.001168865","224.33"
"10/28/2023","1698451200","72009990.5","16246.89405661","225.62"
"10/29/2023","1698537600","72009990.5","16351.308542835","227.07"
"10/30/2023","1698624000","72009990.5","16431.23963229","228.18"
"10/31/2023","1698710400","72009990.5","16299.461349675","226.35"
"11/1/2023","1698796800","72009990.5","16412.51703476","227.92"
"11/2/2023","1698883200","72009990.5","16666.712301225","231.45"
"11/3/2023","1698969600","72009990.5","16589.66161139","230.38"
"11/4/2023","1699056000","72009990.5","17087.250645745","237.29"
"11/5/2023","1699142400","72009990.5","17576.19848124","244.08"
"11/6/2023","1699228800","72009990.5","18379.109875315","255.23"
"11/7/2023","1699315200","72009990.5","17730.29986091","246.22"
"11/8/2023","1699401600","72009990.5","17766.30485616","246.72"
"11/9/2023","1699488000","72009990.5","18123.47440904","251.68"
"11/10/2023","1699574400","72009990.5","18092.510113125","251.25"
"11/11/2023","1699660800","72009990.5","18106.912111225","251.45"
"11/12/2023","1699747200","72009990.5","17804.470151125","247.25"
"11/13/2023","1699833600","72009990.5","17377.45090746","241.32"
"11/14/2023","1699920000","72009990.5","17444.420198625","242.25"
"11/15/2023","1700006400","72009990.5","18289.09738719","253.98"
"11/16/2023","1700092800","72009990.5","17463.86289606","242.52"
"11/17/2023","1700179200","72009990.5","17619.40447554","244.68"
"11/18/2023","1700265600","72009990.5","17636.68687326","244.92"
"11/19/2023","1700352000","72009990.5","17739.661159675","246.35"
"11/20/2023","1700438400","72009990.5","18235.089894315","253.23"
"11/21/2023","1700524800","72009990.5","16250.494556135","225.67"
"11/22/2023","1700611200","72009990.5","17010.19995591","236.22"
"11/23/2023","1700697600","72009990.5","16838.096078615","233.83"
"11/24/2023","1700784000","72009990.5","16771.846887355","232.91"
"11/25/2023","1700870400","72009990.5","16887.78297206","234.52"
"11/26/2023","1700956800","72009990.5","16689.755498185","231.77"
"11/27/2023","1701043200","72009990.5","16368.590940555","227.31"
"11/28/2023","1701129600","72009990.5","16538.534518135","229.67"
"11/29/2023","1701216000","72009990.5","16369.31104046","227.32"
"11/30/2023","1701302400","72009990.5","16390.91403761","227.62"
"12/1/2023","1701388800","72009990.5","16455.72302906","228.52"
"12/2/2023","1701475200","72009990.5","16498.92902336","229.12"
"12/3/2023","1701561600","72009990.5","16421.878333525","228.05"
"12/4/2023","1701648000","72009990.5","16809.292082415","233.43"
"12/5/2023","1701734400","72009990.5","16652.310303125","231.25"
"12/6/2023","1701820800","72009990.5","16525.572719845","229.49"
"12/7/2023","1701907200","72009990.5","16756.72478935","232.70"
"12/8/2023","1701993600","72009990.5","17207.50732988","238.96"
"12/9/2023","1702080000","72009990.5","17121.815441185","237.77"
"12/10/2023","1702166400","72009990.5","17271.596221425","239.85"
"12/11/2023","1702252800","72009990.5","17736.06066015","246.30"
"12/12/2023","1702339200","72009990.5","18322.22198282","254.44"
"12/13/2023","1702425600","72009990.5","18156.59900467","252.14"
"12/14/2023","1702512000","72009990.5","18241.57079346","253.32"
"12/15/2023","1702598400","72009990.5","17633.80647364","244.88"
"12/16/2023","1702684800","72009990.5","17585.559780005","244.21"
"12/17/2023","1702771200","72009990.5","17198.146031115","238.83"
"12/18/2023","1702857600","72009990.5","17401.93430423","241.66"
"12/19/2023","1702944000","72009990.5","18204.845698305","252.81"
"12/20/2023","1703030400","72009990.5","18751.4015262","260.40"
"12/21/2023","1703116800","72009990.5","19598.23901448","272.16"
"12/22/2023","1703203200","72009990.5","19537.030522555","271.31"
"12/23/2023","1703289600","72009990.5","19524.78882417","271.14"
"12/24/2023","1703376000","72009990.5","19062.48468516","264.72"
"12/25/2023","1703462400","72009990.5","19220.90666426","266.92"
"12/26/2023","1703548800","72009990.5","21443.855070995","297.79"
"12/27/2023","1703635200","72009990.5","23360.761018105","324.41"
"12/28/2023","1703721600","72009990.5","23243.38473359","322.78"
"12/29/2023","1703808000","72009990.5","22595.29481909","313.78"
"12/30/2023","1703894400","72009990.5","22835.088087455","317.11"
"12/31/2023","1703980800","72009990.5","22457.03563733","311.86"
"1/1/2024","1704067200","72009990.5","22587.373720135","313.67"
"1/2/2024","1704153600","72009990.5","22496.641132105","312.41"
"1/3/2024","1704240000","72009990.5","22752.27659838","315.96"
"1/4/2024","1704326400","72009990.5","23330.516822095","323.99"
"1/5/2024","1704412800","72009990.5","22879.734281565","317.73"
"1/6/2024","1704499200","72009990.5","22148.112778085","307.57"
"1/7/2024","1704585600","72009990.5","21787.34272568","302.56"
"1/8/2024","1704672000","72009990.5","21888.876812285","303.97"
"1/9/2024","1704758400","72009990.5","21685.08853917","301.14"
"1/10/2024","1704844800","72009990.5","22021.375194805","305.81"
"1/11/2024","1704931200","72009990.5","22203.56047077","308.34"
"1/12/2024","1705017600","72009990.5","21356.002882585","296.57"
"1/13/2024","1705104000","72009990.5","21748.45733081","302.02"
"1/14/2024","1705190400","72009990.5","21547.549457315","299.23"
"1/15/2024","1705276800","72009990.5","22850.21018546","317.32"
"1/16/2024","1705363200","72009990.5","22694.66860598","315.16"
"1/17/2024","1705449600","72009990.5","22257.567963645","309.09"
"1/18/2024","1705536000","72009990.5","22518.244129255","312.71"
"1/19/2024","1705622400","72009990.5","22645.70181244","314.48"
"1/20/2024","1705708800","72009990.5","22835.80818736","317.12"
"1/21/2024","1705795200","72009990.5","22941.662873395","318.59"
"1/22/2024","1705881600","72009990.5","22006.2530968","305.60"
"1/23/2024","1705968000","72009990.5","21501.463063395","298.59"
"1/24/2024","1706054400","72009990.5","21099.647316405","293.01"
"1/25/2024","1706140800","72009990.5","21024.756926285","291.97"
"1/26/2024","1706227200","72009990.5","21749.89753062","302.04"
"1/27/2024","1706313600","72009990.5","22012.733995945","305.69"
"1/28/2024","1706400000","72009990.5","21972.408401265","305.13"
"1/29/2024","1706486400","72009990.5","22372.783948445","310.69"
"1/30/2024","1706572800","72009990.5","22153.873577325","307.65"
"1/31/2024","1706659200","72009990.5","21615.95894829","300.18"
"2/1/2024","1706745600","72009990.5","21612.358448765","300.13"
"2/2/2024","1706832000","72009990.5","21692.28953822","301.24"
"2/3/2024","1706918400","72009990.5","21572.75295399","299.58"
"2/4/2024","1707004800","72009990.5","21933.523006395","304.59"
"2/5/2024","1707091200","72009990.5","21672.12674088","300.96"
"2/6/2024","1707177600","72009990.5","21801.74472378","302.76"
"2/7/2024","1707264000","72009990.5","22132.99068008","307.36"
"2/8/2024","1707350400","72009990.5","22987.02916741","319.22"
"2/9/2024","1707436800","72009990.5","23344.918820195","324.19"
"2/10/2024","1707523200","72009990.5","23280.109828745","323.29"
"2/11/2024","1707609600","72009990.5","23106.56575164","320.88"
"2/12/2024","1707696000","72009990.5","23621.437183715","328.03"
"2/13/2024","1707782400","72009990.5","23400.36651288","324.96"
"2/14/2024","1707868800","72009990.5","24068.61922472","334.24"
"2/15/2024","1707955200","72009990.5","25535.462731205","354.61"
"2/16/2024","1708041600","72009990.5","25966.8025743","360.60"
"2/17/2024","1708128000","72009990.5","25415.926146975","352.95"
"2/18/2024","1708214400","72009990.5","25181.89367785","349.70"
"2/19/2024","1708300800","72009990.5","25325.91365885","351.70"
"2/20/2024","1708387200","72009990.5","25534.7426313","354.60"
"2/21/2024","1708473600","72009990.5","27314.109496555","379.31"
"2/22/2024","1708560000","72009990.5","27535.18016739","382.38"
"2/23/2024","1708646400","72009990.5","27044.07203218","375.56"
"2/24/2024","1708732800","72009990.5","27482.612874325","381.65"
"2/25/2024","1708819200","72009990.5","27978.041608965","388.53"
"2/26/2024","1708905600","72009990.5","28937.93478233","401.86"
"2/27/2024","1708992000","72009990.5","28435.30504864","394.88"
"2/28/2024","1709078400","72009990.5","29896.387755885","415.17"
"2/29/2024","1709164800","72009990.5","28772.31180418","399.56"
"3/1/2024","1709251200","72009990.5","29361.35352647","407.74"
"3/2/2024","1709337600","72009990.5","29609.787993695","411.19"
"3/3/2024","1709424000","72009990.5","29867.583759685","414.77"
"3/4/2024","1709510400","72009990.5","30185.867917695","419.19"
"3/5/2024","1709596800","72009990.5","28407.94125225","394.50"
"3/6/2024","1709683200","72009990.5","30927.570819845","429.49"
"3/7/2024","1709769600","72009990.5","34218.427385695","475.19"
"3/8/2024","1709856000","72009990.5","35071.025673215","487.03"
"3/9/2024","1709942400","72009990.5","35221.52655336","489.12"
"3/10/2024","1710028800","72009990.5","38112.727671935","529.27"
"3/11/2024","1710115200","72009990.5","37659.78483169","522.98"
"3/12/2024","1710201600","72009990.5","38696.008594985","537.37"
"3/13/2024","1710288000","72009990.5","45428.22260683","630.86"
"3/14/2024","1710374400","72009990.5","43420.58407169","602.98"
"3/15/2024","1710460800","72009990.5","45585.924486025","633.05"
"3/16/2024","1710547200","72009990.5","41467.67312933","575.86"
"3/17/2024","1710633600","72009990.5","41135.707073125","571.25"
"3/18/2024","1710720000","72009990.5","39990.02812427","555.34"
"3/19/2024","1710806400","72009990.5","36538.589279605","507.41"
"3/20/2024","1710892800","72009990.5","40093.002410685","556.77"
"3/21/2024","1710979200","72009990.5","39870.49154004","553.68"
"3/22/2024","1711065600","72009990.5","39893.534737","554.00"
"3/23/2024","1711152000","72009990.5","39738.713257425","551.85"
"3/24/2024","1711238400","72009990.5","40885.83240609","567.78"
"3/25/2024","1711324800","72009990.5","42276.345322645","587.09"
"3/26/2024","1711411200","72009990.5","41786.677387245","580.29"
"3/27/2024","1711497600","72009990.5","41334.454646905","574.01"
"3/28/2024","1711584000","72009990.5","42014.228957225","583.45"
"3/29/2024","1711670400","72009990.5","44136.36337726","612.92"
"3/30/2024","1711756800","72009990.5","43276.56409069","600.98"
"3/31/2024","1711843200","72009990.5","43705.74363407","606.94"
"4/1/2024","1711929600","72009990.5","41495.03692572","576.24"
"4/2/2024","1712016000","72009990.5","39703.42836208","551.36"
"4/3/2024","1712102400","72009990.5","40455.932762805","561.81"
"4/4/2024","1712188800","72009990.5","42184.172534805","585.81"
"4/5/2024","1712275200","72009990.5","41644.097606055","578.31"
"4/6/2024","1712361600","72009990.5","42176.25143585","585.70"
"4/7/2024","1712448000","72009990.5","42032.951554755","583.71"
"4/8/2024","1712534400","72009990.5","42218.737330245","586.29"
"4/9/2024","1712620800","72009990.5","41790.27788677","580.34"
"4/10/2024","1712707200","72009990.5","43912.412306805","609.81"
"4/11/2024","1712793600","72009990.5","43543.00105554","604.68"
"4/12/2024","1712880000","72009990.5","42910.75333895","595.90"
"4/13/2024","1712966400","72009990.5","39896.41513662","554.04"
"4/14/2024","1713052800","72009990.5","40836.86561255","567.10"
"4/15/2024","1713139200","72009990.5","39812.88354764","552.88"
"4/16/2024","1713225600","72009990.5","38739.93468919","537.98"
"4/17/2024","1713312000","72009990.5","38459.815826145","534.09"
"4/18/2024","1713398400","72009990.5","39770.397653245","552.29"
"4/19/2024","1713484800","72009990.5","39930.97993206","554.52"
"4/20/2024","1713571200","72009990.5","41139.30757265","571.30"
"4/21/2024","1713657600","72009990.5","41755.71309133","579.86"
"4/22/2024","1713744000","72009990.5","43553.802554115","604.83"
"4/23/2024","1713830400","72009990.5","43650.295941385","606.17"
"4/24/2024","1713916800","72009990.5","43823.84001849","608.58"
"4/25/2024","1714003200","72009990.5","44144.284476215","613.03"
"4/26/2024","1714089600","72009990.5","43042.531621565","597.73"
"4/27/2024","1714176000","72009990.5","42894.191041135","595.67"
"4/28/2024","1714262400","72009990.5","43205.9943","600.00"
"4/29/2024","1714348800","72009990.5","42680.32136935","592.70"
"4/30/2024","1714435200","72009990.5","41623.21470881","578.02"
"5/1/2024","1714521600","72009990.5","40396.16447069","560.98"
"5/2/2024","1714608000","72009990.5","40359.439375535","560.47"
"5/3/2024","1714694400","72009990.5","42302.98901913","587.46"
"5/4/2024","1714780800","72009990.5","42179.851935375","585.75"
"5/5/2024","1714867200","72009990.5","42640.715874575","592.15"
"5/6/2024","1714953600","72009990.5","42353.39601248","588.16"
"5/7/2024","1715040000","72009990.5","41522.40072211","576.62"
"5/8/2024","1715126400","72009990.5","42359.15681172","588.24"
"5/9/2024","1715212800","72009990.5","42969.081431255","596.71"
"5/10/2024","1715299200","72009990.5","42169.0504368","585.60"
"5/11/2024","1715385600","72009990.5","42633.514875525","592.05"
"5/12/2024","1715472000","72009990.5","42809.93935225","594.50"
"5/13/2024","1715558400","72009990.5","42607.591278945","591.69"
"5/14/2024","1715644800","72009990.5","40815.2626154","566.80"
"5/15/2024","1715731200","72009990.5","41864.448176985","581.37"
"5/16/2024","1715817600","72009990.5","40996.007691555","569.31"
"5/17/2024","1715904000","72009990.5","41852.2064786","581.20"
"5/18/2024","1715990400","72009990.5","41794.5984862","580.40"
"5/19/2024","1716076800","72009990.5","41368.29934244","574.48"
"5/20/2024","1716163200","72009990.5","43186.551602565","599.73"
"5/21/2024","1716249600","72009990.5","44533.138424915","618.43"
"5/22/2024","1716336000","72009990.5","44230.696464815","614.23"
"5/23/2024","1716422400","72009990.5","43107.340613015","598.63"
"5/24/2024","1716508800","72009990.5","43221.116398005","600.21"
"5/25/2024","1716595200","72009990.5","43373.777577865","602.33"
"5/26/2024","1716681600","72009990.5","43208.154599715","600.03"
"5/27/2024","1716768000","72009990.5","43450.108167795","603.39"
"5/28/2024","1716854400","72009990.5","43290.245988885","601.17"
"5/29/2024","1716940800","72009990.5","42842.343847975","594.95"
"5/30/2024","1717027200","72009990.5","42842.343847975","594.95"
"5/31/2024","1717113600","72009990.5","42719.20676422","593.24"
"6/1/2024","1717200000","72009990.5","43299.60728765","601.30"
"6/2/2024","1717286400","72009990.5","43398.260974635","602.67"
"6/3/2024","1717372800","72009990.5","45093.376151005","626.21"
"6/4/2024","1717459200","72009990.5","49384.4514849","685.80"
"6/5/2024","1717545600","72009990.5","50325.622060735","698.87"
"6/6/2024","1717632000","72009990.5","51166.698749775","710.55"
"6/7/2024","1717718400","72009990.5","49231.070205135","683.67"
"6/8/2024","1717804800","72009990.5","49151.859215585","682.57"
"6/9/2024","1717891200","72009990.5","48457.682907165","672.93"
"6/10/2024","1717977600","72009990.5","45000.48326326","624.92"
"6/11/2024","1718064000","72009990.5","43386.739376155","602.51"
"6/12/2024","1718150400","72009990.5","44593.626816935","619.27"
"6/13/2024","1718236800","72009990.5","43159.187806175","599.35"
"6/14/2024","1718323200","72009990.5","43419.863971785","602.97"
"6/15/2024","1718409600","72009990.5","43764.071726375","607.75"
"6/16/2024","1718496000","72009990.5","43951.297701675","610.35"
"6/17/2024","1718582400","72009990.5","43512.036759625","604.25"
"6/18/2024","1718668800","72009990.5","42378.599509155","588.51"
"6/19/2024","1718755200","72009990.5","43132.54410969","598.98"
"6/20/2024","1718841600","72009990.5","42302.98901913","587.46"
"6/21/2024","1718928000","72009990.5","42205.775531955","586.11"
"6/22/2024","1719014400","72009990.5","42551.423486355","590.91"
"6/23/2024","1719100800","72009990.5","41574.968015175","577.35"
"6/24/2024","1719187200","72009990.5","40896.633904665","567.93"
"6/25/2024","1719273600","72009990.5","41634.016207385","578.17"
"6/26/2024","1719360000","72009990.5","41245.88235859","572.78"
"6/27/2024","1719446400","72009990.5","41841.404980025","581.05"
"6/28/2024","1719532800","72009990.5","40785.01841939","566.38"
"6/29/2024","1719619200","72009990.5","41011.849889465","569.53"
"6/30/2024","1719705600","72009990.5","41871.649176035","581.47"
"7/1/2024","1719792000","72009990.5","41495.757025625","576.25"
"7/2/2024","1719878400","72009990.5","41707.466397695","579.19"
"7/3/2024","1719964800","72009990.5","40044.035617145","556.09"
"7/4/2024","1720051200","72009990.5","36967.768822985","513.37"
"7/5/2024","1720137600","72009990.5","35842.972771375","497.75"
"7/6/2024","1720224000","72009990.5","37897.41780034","526.28"
"7/7/2024","1720310400","72009990.5","35333.86213854","490.68"
"7/8/2024","1720396800","72009990.5","36756.77955082","510.44"
"7/9/2024","1720483200","72009990.5","37231.325388215","517.03"
"7/10/2024","1720569600","72009990.5","37772.840516775","524.55"
"7/11/2024","1720656000","72009990.5","37803.084712785","524.97"
"7/12/2024","1720742400","72009990.5","38450.45452738","533.96"
"7/13/2024","1720828800","72009990.5","38348.920440775","532.55"
"7/14/2024","1720915200","72009990.5","39241.12422307","544.94"
"7/15/2024","1721001600","72009990.5","42156.08863851","585.42"
"7/16/2024","1721088000","72009990.5","41517.360022775","576.55"
"7/17/2024","1721174400","72009990.5","40963.60319583","568.86"
"7/18/2024","1721260800","72009990.5","41180.353267235","571.87"
"7/19/2024","1721347200","72009990.5","42762.41275852","593.84"
"7/20/2024","1721433600","72009990.5","42735.04896213","593.46"
"7/21/2024","1721520000","72009990.5","43384.57907644","602.48"
"7/22/2024","1721606400","72009990.5","42305.86941875","587.50"
"7/23/2024","1721692800","72009990.5","41913.414970525","582.05"
"7/24/2024","1721779200","72009990.5","41380.541040825","574.65"
"7/25/2024","1721865600","72009990.5","41096.10157835","570.70"
"7/26/2024","1721952000","72009990.5","41845.00547955","581.10"
"7/27/2024","1722038400","72009990.5","41891.09187347","581.74"
"7/28/2024","1722124800","72009990.5","42046.63345295","583.90"
"7/29/2024","1722211200","72009990.5","41353.177244435","574.27"
"7/30/2024","1722297600","72009990.5","42347.63521324","588.08"
"7/31/2024","1722384000","72009990.5","41492.1565261","576.20"
"8/1/2024","1722470400","72009990.5","41389.182239685","574.77"
"8/2/2024","1722556800","72009990.5","39051.01784815","542.30"
"8/3/2024","1722643200","72009990.5","38124.249270415","529.43"
"8/4/2024","1722729600","72009990.5","35760.1612823","496.60"
"8/5/2024","1722816000","72009990.5","33453.681286585","464.57"
"8/6/2024","1722902400","72009990.5","34929.886091835","485.07"
"8/7/2024","1722988800","72009990.5","34193.22388902","474.84"
"8/8/2024","1723075200","72009990.5","37246.44748622","517.24"
"8/9/2024","1723161600","72009990.5","36656.685664025","509.05"
"8/10/2024","1723248000","72009990.5","37682.82802865","523.30"
"8/11/2024","1723334400","72009990.5","36262.070916085","503.57"
"8/12/2024","1723420800","72009990.5","37321.33787634","518.28"
"8/13/2024","1723507200","72009990.5","37756.998318865","524.33"
"8/14/2024","1723593600","72009990.5","37695.069727035","523.47"
"8/15/2024","1723680000","72009990.5","37386.14686779","519.18"
"8/16/2024","1723766400","72009990.5","37434.393561425","519.85"
"8/17/2024","1723852800","72009990.5","39018.613352425","541.85"
"8/18/2024","1723939200","72009990.5","38284.83154923","531.66"
"8/19/2024","1724025600","72009990.5","40229.821392635","558.67"
"8/20/2024","1724112000","72009990.5","41014.01018918","569.56"
"8/21/2024","1724198400","72009990.5","41057.936283385","570.17"
"8/22/2024","1724284800","72009990.5","41984.70486112","583.04"
"8/23/2024","1724371200","72009990.5","42632.79477562","592.04"
"8/24/2024","1724457600","72009990.5","41821.242182685","580.77"
"8/25/2024","1724544000","72009990.5","41348.1365451","574.20"
"8/26/2024","1724630400","72009990.5","39492.439089915","548.43"
"8/27/2024","1724716800","72009990.5","38420.930431275","533.55"
"8/28/2024","1724803200","72009990.5","38669.3648985","537.00"
"8/29/2024","1724889600","72009990.5","38626.879004105","536.41"
"8/30/2024","1724976000","72009990.5","38538.30671579","535.18"
"8/31/2024","1725062400","72009990.5","38383.485236215","533.03"
"9/1/2024","1725148800","72009990.5","36905.12013125","512.50"
"9/2/2024","1725235200","72009990.5","37911.099698535","526.47"
"9/3/2024","1725321600","72009990.5","37348.70167273","518.66"
"9/4/2024","1725408000","72009990.5","36563.072676375","507.75"
"9/5/2024","1725494400","72009990.5","36162.697129195","502.19"
"9/6/2024","1725580800","72009990.5","35076.06637255","487.10"
"9/7/2024","1725667200","72009990.5","35542.69111099","493.58"
"9/8/2024","1725753600","72009990.5","36238.30761922","503.24"
"9/9/2024","1725840000","72009990.5","37355.90267178","518.76"
"9/10/2024","1725926400","72009990.5","37232.765588025","517.05"
"9/11/2024","1726012800","72009990.5","38186.89796215","530.30"
"9/12/2024","1726099200","72009990.5","39208.719727345","544.49"
"9/13/2024","1726185600","72009990.5","40090.84211097","556.74"
"9/14/2024","1726272000","72009990.5","39861.85034118","553.56"
"9/15/2024","1726358400","72009990.5","39856.08954194","553.48"
"9/16/2024","1726444800","72009990.5","38425.251030705","533.61"
"9/17/2024","1726531200","72009990.5","39336.897510435","546.27"
"9/18/2024","1726617600","72009990.5","40303.271582945","559.69"
"9/19/2024","1726704000","72009990.5","40833.265113025","567.05"
"9/20/2024","1726790400","72009990.5","40980.165493645","569.09"
"9/21/2024","1726876800","72009990.5","42401.642706115","588.83"
"9/22/2024","1726963200","72009990.5","42387.240708015","588.63"
"9/23/2024","1727049600","72009990.5","43541.56085573","604.66"
"9/24/2024","1727136000","72009990.5","43642.37484243","606.06"
"9/25/2024","1727222400","72009990.5","42296.508119985","587.37"
"9/26/2024","1727308800","72009990.5","42953.95933325","596.50"
"9/27/2024","1727395200","72009990.5","43717.985332455","607.11"
"9/28/2024","1727481600","72009990.5","43286.64548936","601.12"
"9/29/2024","1727568000","72009990.5","42891.310641515","595.63"
"9/30/2024","1727654400","72009990.5","40846.94701122","567.24"
"10/1/2024","1727740800","72009990.5","39393.065303025","547.05"
"10/2/2024","1727827200","72009990.5","39061.09924682","542.44"
"10/3/2024","1727913600","72009990.5","39220.241325825","544.65"
"10/4/2024","1728000000","72009990.5","40000.829622845","555.49"
"10/5/2024","1728086400","72009990.5","40537.30405207","562.94"
"10/6/2024","1728172800","72009990.5","41067.29758215","570.30"
"10/7/2024","1728259200","72009990.5","40622.27584086","564.12"
"10/8/2024","1728345600","72009990.5","41803.959784965","580.53"
"10/9/2024","1728432000","72009990.5","41049.295084525","570.05"
"10/10/2024","1728518400","72009990.5","40560.34724903","563.26"
"10/11/2024","1728604800","72009990.5","41299.889851465","573.53"
"10/12/2024","1728691200","72009990.5","41507.99872401","576.42"
"10/13/2024","1728777600","72009990.5","41188.27436619","571.98"
"10/14/2024","1728864000","72009990.5","42423.245703265","589.13"
"10/15/2024","1728950400","72009990.5","42812.099651965","594.53"
"10/16/2024","1729036800","72009990.5","43270.083191545","600.89"
"10/17/2024","1729123200","72009990.5","42677.44096973","592.66"
"10/18/2024","1729209600","72009990.5","43139.025008835","599.07"
"10/19/2024","1729296000","72009990.5","43054.77331995","597.90"
"10/20/2024","1729382400","72009990.5","43623.6522449","605.80"
"10/21/2024","1729468800","72009990.5","43096.53911444","598.48"
"10/22/2024","1729555200","72009990.5","42728.568062985","593.37"
"10/23/2024","1729641600","72009990.5","42077.597748865","584.33"
"10/24/2024","1729728000","72009990.5","42781.855455955","594.11"
"10/25/2024","1729814400","72009990.5","41350.296844815","574.23"
"10/26/2024","1729900800","72009990.5","41955.180765015","582.63"
"10/27/2024","1729987200","72009990.5","42390.84120754","588.68"
"10/28/2024","1730073600","72009990.5","43258.561593065","600.73"
"10/29/2024","1730160000","72009990.5","43659.65724015","606.30"
"10/30/2024","1730246400","72009990.5","42871.86794408","595.36"
"10/31/2024","1730332800","72009990.5","41456.15153085","575.70"
"11/1/2024","1730419200","72009990.5","41237.961259635","572.67"
"11/2/2024","1730505600","72009990.5","40942.00019868","568.56"
"11/3/2024","1730592000","72009990.5","40158.53150204","557.68"
"11/4/2024","1730678400","72009990.5","39758.15595486","552.12"
"11/5/2024","1730764800","72009990.5","40561.78744884","563.28"
"11/6/2024","1730851200","72009990.5","42678.161069635","592.67"
"11/7/2024","1730937600","72009990.5","43108.780812825","598.65"
"11/8/2024","1731024000","72009990.5","43064.134618715","598.03"
"11/9/2024","1731110400","72009990.5","44996.16266383","624.86"
"11/10/2024","1731196800","72009990.5","45204.271536375","627.75"
"11/11/2024","1731283200","72009990.5","47558.998225725","660.45"
"11/12/2024","1731369600","72009990.5","45076.093753285","625.97"
"11/13/2024","1731456000","72009990.5","44757.08949537","621.54"
"11/14/2024","1731542400","72009990.5","44839.900984445","622.69"
"11/15/2024","1731628800","72009990.5","44601.54791589","619.38"
"11/16/2024","1731715200","72009990.5","44868.704980645","623.09"
"11/17/2024","1731801600","72009990.5","44559.7821214","618.80"
"11/18/2024","1731888000","72009990.5","44589.306217505","619.21"
"11/19/2024","1731974400","72009990.5","44402.80034211","616.62"
"11/20/2024","1732060800","72009990.5","43638.774342905","606.01"
"11/21/2024","1732147200","72009990.5","44834.140185205","622.61"
"11/22/2024","1732233600","72009990.5","45637.771679185","633.77"
"11/23/2024","1732320000","72009990.5","46865.54201721","650.82"
"11/24/2024","1732406400","72009990.5","47558.998225725","660.45"
"11/25/2024","1732492800","72009990.5","45796.193658285","635.97"
"11/26/2024","1732579200","72009990.5","44148.605075645","613.09"
"11/27/2024","1732665600","72009990.5","46435.642373925","644.85"
"11/28/2024","1732752000","72009990.5","47094.533787","654.00"
"11/29/2024","1732838400","72009990.5","47165.10357769","654.98"
"11/30/2024","1732924800","72009990.5","47093.813687095","653.99"
"12/1/2024","1733011200","72009990.5","47265.197464485","656.37"
"12/2/2024","1733097600","72009990.5","46656.71304476","647.92"
"12/3/2024","1733184000","72009990.5","52948.225914745","735.29"
"12/4/2024","1733270400","72009990.5","53319.07736582","740.44"
"12/5/2024","1733356800","72009990.5","51696.692279855","717.91"
"12/6/2024","1733443200","72009990.5","52664.506552175","731.35"
"12/7/2024","1733529600","72009990.5","54025.495372625","750.25"
"12/8/2024","1733616000","72009990.5","53469.578245965","742.53"
"12/9/2024","1733702400","72009990.5","49660.96984842","689.64"
"12/10/2024","1733788800","72009990.5","48770.92636584","677.28"
"12/11/2024","1733875200","72009990.5","51253.83083828","711.76"
